Serial Number,List Year,Town,Address,Assessed Value,Sale Amount,Sales Ratio,Residential Type
170090,2017,Stratford,790-792 SURF AVE,140000,161001,0.869559816,Two Family
160328,2016,Southbury,992 A HERITAGE VILLAGE,49560,115000,0.430956522,Condo
160398,2016,Simsbury,17 SUNRISE TERRACE,107360,150000,0.715733333,Single Family
190085,2019,Clinton,91 FOUNDERS RD,75300,112000,0.6723,Condo
70154,2007,Enfield,68 BROOKSIDE VILLAGE,127260,172000,0.739883721,Condo
161028,2016,Stratford,65 NEWTOWN AVE,157500,176184,0.893951778,Single Family
70218,2007,Montville,20 FITCH HILL RD,168470,70000,2.406714286,Single Family
150306,2015,Groton,73 COBBLESTONE DR,107940,124000,0.870483871,Condo
60500,2006,Torrington,109 COLIN DR,111600,235000,0.474893617,Single Family
170093,2017,West Hartford,38 VERA STREET,165200,270000,0.611851852,Single Family
180618,2018,Fairfield,311 COUNTRY ROAD,260890,387500,0.6732,Two Family
180014,2018,Berlin,176 LONGVIEW DRIVE,188400,255000,0.7388,Single Family
17074,2017,Colchester,12 PICKEREL DR,96900,135000,0.7177,Single Family
13034,2013,Montville,1506 OLD COLCHESTER RD,92040,80500,1.143354037,Single Family
12673,2012,Milford,204 EDGEMONT ROAD,206290,300000,0.687633333,Single Family
150144,2015,Naugatuck,1081-5A NEW HAVEN RD,48680,62000,0.78516129,Condo
100058,2010,Newtown,14 TWIST HILL LANE,373360,379000,0.985118734,Single Family
110131,2011,Simsbury,11 MAIN STREET,145020,168500,0.860652819,Three Family
190027,2019,Bethany,777 AMITY RD,237290,380000,0.6244,Single Family
60170,2006,Naugatuck,104 RADNOR AVE,90500,235000,0.385106383,Single Family
170159,2017,Clinton,133 W MAIN ST SITE A24,17100,10000,1.71,Single Family
130506,2013,Wallingford,5 MIDLAND DR,214000,315000,0.679365079,Single Family
210654,2021,Norwalk,6 FELIX LN,351520,550000,0.6391,Residential
16115,2016,Lebanon,143 RANDALL RD,97100,63000,1.541269841,Single Family
16047,2016,Seymour,95 SQUANTUCK RD,110040,140000,0.786,Single Family
140006,2014,Waterford,12 BEST VIEW RD,322250,400000,0.805625,Single Family
20238,2020,Winchester,151 LOSAW ROAD,260330,562000,0.4632,Residential
130262,2013,Waterbury,151 EAST SIDE BLVD,111730,170000,0.657235294,Single Family
218294,2021,Middletown,162 COLLEGE ST,151230,185000,0.8174,Residential
80550,2008,Hartford,281 OXFORD ST,82030,385000,0.213064935,Single Family
150033,2015,Thomaston,80 GRABHERR RD,155750,235000,0.662765957,Single Family
12034,2012,Thomaston,535 HIGH ST EXT,173600,249000,0.697188755,Single Family
80577,2008,Manchester,59 WHITNEY ROAD,114000,155000,0.735483871,Single Family
161207,2016,Woodbury,247 UPPER GRASSY HILL RD,680530,425000,1.601247059,Single Family
80251,2008,Naugatuck,9 JONES RD,158220,138000,1.146521739,Single Family
180051,2018,Waterbury,117 JOSEPH ST,60390,90000,0.671,Single Family
60335,2006,Waterford,19 LAUREL ST,101590,286500,0.354589878,Single Family
800161,2008,Newtown,195 RIVERSIDE ROAD,144020,138125,1.042678733,Single Family
14602,2014,East Hartford,89 PORTERBROOK AVE.,85840,81500,1.053251534,Single Family
140386,2014,East Lyme,2 GOOSEBERRY LANE,207340,340000,0.609823529,Condo
200020,2020,Wallingford,17B PILGRIMS HARBOR,124500,179000,0.6955,Residential
60034,2006,Sharon,328 CAULKINSTOWN RD,724980,2400000,0.302075,Single Family
160639,2016,Norwich,33 TANNER AVE,58600,90425,0.648050871,Single Family
91328,2009,Bridgeport,31 DOREEN DRIVE,166260,239000,0.695648536,Single Family
150017,2015,New Canaan,219 MARVIN RIDGE RD,1061760,1495000,0.710207358,Single Family
150150,2015,Tolland,60 MILE HILL ROAD,126800,182000,0.696703297,Single Family
210979,2021,West Haven,115 HEMLOCK ST,142520,234000,0.609,Residential
180542,2018,Stratford,51B BLACKHAWK LN,166250,280000,0.5937,Condo
150058,2015,Torrington,195 LEDGE DR,46400,12600,3.682539683,Condo
130011,2013,Farmington,29 BUENA VISTA ST,141850,207000,0.6852657,Single Family
60705,2006,Bristol,84 D'AMATO LN,146680,287500,0.510191304,Single Family
1700041,2017,Voluntown,63 CHURCH ST,59780,95000,0.6292,Single Family
160202,2016,Norwich,20 ROGERS RD,77400,106000,0.730188679,Single Family
20469,2020,Waterford,14 MILTON RD,129130,165000,0.7826,Residential
200671,2020,Manchester,179 HOMESTEAD STREET UNIT G7,37900,62500,0.6064,Residential
110547,2011,Stamford,127 GREYROCK PL. # 1010,231360,281500,0.821882771,Condo
110696,2011,Stamford,143 HOYT STREET # L8,307500,370000,0.831081081,Condo
120124,2012,Clinton,42 WEST RD,316800,580000,0.546206897,Single Family
160183,2016,Greenwich,60 NORTHRIDGE RD,595210,1056950,0.563139221,Single Family
60488,2006,Branford,109 FLORENCE RD,94300,170000,0.554705882,Condo
202060,2020,Waterbury,55 ALDER ST,61610,160000,0.385,Residential
130456,2013,Bristol,473 HART ST,237580,400000,0.59395,Single Family
200637,2020,New Canaan,35 ROSEBROOK RD,1659700,3375000,0.4917,Residential
200272,2020,New Fairfield,59 SAIL HARBOUR,1030400,4295000,0.239906868,Residential
80078,2008,Shelton,97 DICKINSON DR,358820,510000,0.703568627,Single Family
124508,2012,Manchester,51 STARKWEATHER STREET,107500,150000,0.716666667,Single Family
60540,2006,Branford,24 WOODLAWN AVE,196100,350000,0.560285714,Two Family
100325,2010,Bristol,370 EMMETT ST UNIT 6-1,41860,239900,0.174489371,Condo
202650,2020,Norwalk,30 HEATHER LN,265580,571250,0.4649,Residential
130239,2013,Vernon,100-2 DOBSON RD,134290,165500,0.81141994,Condo
180805,2018,New Haven,95 OAK RIDGE DR #45,26670,45000,0.5926,Condo
190502,2019,Westport,37 HERMIT LANE,1001700,1450000,0.6908,Single Family
90103,2009,Killingly,204 BROAD ST,154070,59900,2.5721202,Two Family
15739,2015,Milford,49 & 0 PELHAM ST,199960,292000,0.684794521,Single Family
180016,2018,Pomfret,64 HICKEY RD,244600,380000,0.6436,Single Family
200822,2020,Glastonbury,1703 MAIN ST,206600,406000,0.5088,Residential
190066,2019,Plainville,14 MAPLE ST,115990,153000,0.7581,Single Family
140657,2014,Waterbury,21 LISA COURT #10,32950,45000,0.732222222,Condo
200129,2020,South Windsor,186 CANDLEWOOD DR,61700,110000,0.5609,Residential
210458,2021,Hamden,2390 STATE ST U1A,88830,181000,0.4907,Residential
70757,2007,Bridgeport,780-1 SEAVIEW VILLIAGE,0,260000,0,Condo
120026,2012,Prospect,15 LUKE ST,212190,350000,0.606257143,Single Family
150052,2015,Sharon,111 CORNWALL BRIDGE RD,1655600,3100000,0.534064516,Single Family
190788,2019,Bristol,22 VINE ROAD,128380,180000,0.7132,Single Family
18252,2018,Monroe,4 HIGHFIELD DR,281800,420000,0.670952381,Single Family
110019,2011,Lebanon,263 E HEBRON TPKE,180120,165000,1.091636364,Single Family
60376,2006,Danbury,1 CLAIRANN DR,176300,409900,0.430104904,Single Family
182192,2018,Waterbury,25 YORKTOWN RIDGD,127800,217900,0.586507572,Single Family
13168,2013,Newington,88 HARVEST COURT,282170,447369,0.630732125,Condo
190163,2019,Waterford,127 OIL MILL RD,205240,205000,1.0012,Single Family
171023,2017,Norwalk,22 MARTIN LUTHER KING JR DR UN,223020,248500,0.8974,Condo
140357,2014,Greenwich,2 ONEIDA DR UNIT A1,0,3400000,0,Condo
170423,2017,Westport,6 LARCH TREE LANE,1229800,1400000,0.878428571,Single Family
190138,2019,Madison,80 FOREST RD,224100,325000,0.6895,Single Family
18000098,2018,Brookfield,26 HIDDEN BROOK DR,896530,1365000,0.6567,Single Family
140205,2014,Cromwell,8 MARGO COURT,78530,109000,0.720458716,Condo
160403,2016,Waterford,8 WILCOX CT,108320,125000,0.86656,Single Family
190039,2019,Thomaston,32 PATRICIA LN,248640,280000,0.888,Single Family
100018,2010,Woodstock,86 MEADOWSIDE COOP,0,10500,0,Single Family
200123,2020,Shelton,730 BOOTH HILL RD,210350,206000,1.0211,Residential
120076,2012,Woodbury,595 MAIN ST SOUTH,247100,185000,1.335675676,Single Family
70391,2007,West Haven,23-6 TREAT ST,194460,279600,0.695493562,Single Family
15244,2015,Newtown,13 SAINT GEORGE PLACE,147380,216000,0.682314815,Single Family
160691,2016,Danbury,139 CLAPBOARD RIDGE RD,214500,405000,0.52962963,Single Family
70123,2007,Windsor Locks,41 NORTH ST,97200,167500,0.580298507,Single Family
130011,2013,Haddam,62 WANDA DR,230940,289500,0.797720207,Single Family
70132,2007,Stratford,43 MELVILLE ST,169050,239000,0.707322176,Single Family
19058,2019,Columbia,10 WEST STREET,226400,230000,0.9843,Two Family
170112,2017,Wallingford,100 RIDGEWOOD RD,133500,215000,0.620930233,Single Family
20625,2020,New Britain,280-B1 BOOTH ST,71540,169900,0.421,Residential
19294,2019,Plainfield,102F CANTERBURY RD,41660,83000,0.5019,Condo
80717,2008,New Britain,12 SKIPPER ST,86240,62500,1.37984,Single Family
110374,2011,Westport,28 GRASSY PLAINS RD,934900,1250000,0.74792,Condo
130486,2013,Bridgeport,316 SYLVAN STREET,131860,80000,1.64825,Single Family
180840,2018,Middletown,155 DOROTHY DR,111240,219000,0.5079,Single Family
70189,2007,Ellington,49 CHARTER RD,121320,202000,0.600594059,Single Family
2000127,2020,Naugatuck,33 LOCUST ST,132590,286000,0.4636,Residential
210852,2021,Hamden,280 KENWOOD AVE,156380,265000,0.5901,Residential
120051,2012,Plymouth,40 PINE VIEW CT,218130,300000,0.7271,Single Family
1300471,2013,Meriden,6 REM DR,230300,275000,0.837454545,Single Family
16096,2016,Durham,31 SOUTH END AVE,218540,325000,0.672430769,Single Family
200138,2020,Windham,280 SCOTLAND RD,86860,166000,0.5232,Residential
18213,2018,North Haven,158 RIMMON RD,170310,225000,0.7569,Single Family
11044,2011,Burlington,139 UCONN DR,56770,310000,0.183129032,Single Family
12323,2012,Milford,186 HOUSATONIC DRIVE,260800,345000,0.755942029,Single Family
180377,2018,Griswold,31 OLD BETHEL ROAD,167650,240000,0.698541667,Single Family
190852,2019,Suffield,1250 N GRAND ST,258300,445000,0.5804,Single Family
90516,2009,Milford,7 SEAVIEW AVENUE,935030,950000,0.984242105,Single Family
190302,2019,Milford,39 KIRKSIDE AVE,173390,230000,0.7539,Single Family
21003,2021,Wilton,77 CHICKEN ST,452760,675000,0.6707,Residential
12064,2012,Darien,14 PARK PLACE,579390,880000,0.658397727,Single Family
16071,2016,North Haven,22 BUTLER RD,184240,230000,0.801043478,Single Family
100063,2010,Portland,201 EAST COTTON HILL RD,289800,360000,0.805,Single Family
130079,2013,Waterford,36 FARGO RD,145170,170000,0.853941176,Single Family
60096,2006,West Haven,46 ROBART ST,123690,190000,0.651,Single Family
15453,2015,Hartford,15 MELROSE ST,36591,130000,0.281469231,Single Family
190975,2019,Hamden,33 MARLBORO ST,81130,175000,0.4636,Single Family
19671,2019,East Hartford,31 TIMROD TR,139410,264000,0.5281,Single Family
130121,2013,Greenwich,16 ELIZABETH LANE,550620,850000,0.647788235,Single Family
16484,2016,Newtown,14 WEDGEWOOD COURT,396460,589000,0.673106961,Single Family
120034,2012,West Hartford,1216 NEW BRITAIN AVENUE,104790,112000,0.935625,Single Family
1900237,2019,East Haven,113 LEIGH DR,185790,285500,0.6508,Single Family
140105,2014,Manchester,91 LOOKOUT MOUNTAIN DRIVE,191300,299000,0.639799331,Single Family
140081,2014,Cheshire,83 BIRCH DRIVE,137180,188000,0.729680851,Single Family
14088,2014,Newington,719 CYPRESS ROAD,107980,160000,0.674875,Condo
141039,2014,Stamford,20 LEROY PLACE,198290,250000,0.79316,Single Family
2020008,2020,Tolland,23 WEBBER RD,178000,305000,0.5836,Residential
190018,2019,Plainville,114 SOUTH WASHINGTON ST #17,82530,80000,1.0316,Condo
17075,2017,North Haven,40 MEADOW BROOK RD,237230,369000,0.642899729,Single Family
12034,2012,Plainville,68 MACARTHUR RD,128520,185500,0.692830189,Single Family
70110,2007,Canton,76 CHERRY BROOK RD,164580,299900,0.548782928,Single Family
200318,2020,Madison,2 HAMPSHIRE RD,170300,315000,0.540634921,Residential
20020,2020,New Britain,265-206 BURRITT ST,32830,52000,0.6313,Residential
90039,2009,East Haven,5 BELLMAN ST,163430,205000,0.797219512,Single Family
200016,2020,Bridgewater,33 SARAH SANFORD RD WEST,268400,279000,0.962007168,Residential
60275,2006,Trumbull,57 TOWERVIEW DR,366600,512000,0.716015625,Single Family
61819,2006,Waterbury,208 MERILINE AVE,80850,169900,0.475868158,Single Family
180405,2018,Hamden,101 ADLA DR,140420,211000,0.6654,Single Family
1700506,2017,East Haven,59 IVER AVE,110020,164500,0.6688,Single Family
80009,2008,Colebrook,4 SILHOUETTE DRIVE,251700,304000,0.827960526,Single Family
210284,2021,Ledyard,43 HOMESTEAD RD,176200,408575,0.4312,Residential
211586,2021,Waterbury,165 HIGHLAND SR,67960,170250,0.3991,Residential
110105,2011,Oxford,128 COUNTRY CLUB DR,266600,457000,0.583369803,Condo
2020181,2020,Berlin,1539 FARMINGTON AVE,234200,260000,0.9007,Residential
140100,2014,Wallingford,9 DANNYS WAY,116900,159000,0.735220126,Condo
11058,2011,Ridgefield,182 OLD SIB ROAD,401860,269700,1.490025955,Single Family
20413,2020,Monroe,132 GUINEA RD,383200,650000,0.5895,Residential
70097,2007,Darien,54 MANSFIELD AVE,1315020,2700000,0.487044444,Single Family
201186,2020,West Hartford,94 FULLER DRIVE,193270,400000,0.4831,Residential
140159,2014,Oxford,221 PARK RD,215700,315000,0.684761905,Single Family
150759,2015,Norwich,27 CLAIRMONT AVE,92200,145000,0.635862069,Single Family
150197,2015,New Fairfield,50 RIDGE RD,192000,325000,0.590769231,Single Family
130298,2013,Branford,7 HAMPTON PARK,110500,160000,0.690625,Condo
110083,2011,New Milford,39 TERRACE PL EXT,167230,260000,0.643192308,Single Family
180131,2018,Bethel,30 IDLEWOOD,111300,167000,0.6664,Condo
70126,2007,Orange,342 OLD SILO RD,300500,400000,0.75125,Single Family
100006,2010,Marlborough,84 SANER RD,193690,220000,0.880409091,Single Family
90048,2009,West Hartford,107 WASHINGTON CIRCLE,141800,214900,0.659841787,Two Family
140107,2014,Southington,341 WEST PINES DR,346710,524900,0.660525814,Single Family
120127,2012,Somers,53 BAILEY LN,87400,447000,0.195525727,Single Family
160101,2016,Meriden,144 VIEW ST,90790,55299,1.641801841,Two Family
19226,2019,Colchester,27 HIGHWOOD CIR,163000,260000,0.6269,Condo
110165,2011,Naugatuck,580 FIELD ST,154290,136000,1.134485294,Single Family
130194,2013,Simsbury,6 CEDAR HILL ROAD,313270,550000,0.569581818,Single Family
18613,2018,East Hartford,41 COLLEGE DR,113700,191000,0.5952,Single Family
100191,2010,Rocky Hill,149 OLD MAIN STREET,191940,264000,0.727045455,Condo
71194,2007,Bridgeport,846 RUTH ST,136160,229900,0.592257503,Single Family
180022,2018,East Hampton,8 SKINNER ST,125400,184000,0.681521739,Two Family
100216,2010,New Britain,31 GREENWOOD ST,139020,55000,2.527636364,Three Family
140452,2014,Danbury,18 SCHOOLHOUSE DR,212300,144638,1.467802376,Single Family
16173,2016,Lebanon,112 SISSON RD,244430,440000,0.555522727,Single Family
80077,2008,Fairfield,556 OLD POST ROAD,1258550,345000,3.647971014,Single Family
211038,2021,Danbury,6 PALMER RD,212400,462500,0.4592,Residential
20492,2020,Ridgefield,147 BARRY AVENUE,331880,715000,0.4641,Residential
15138,2015,Burlington,34 PUNCH BROOK RD,258510,384900,0.671628995,Single Family
2000167,2020,Bloomfield,168 TUNXIS AVENUE,102940,188000,0.5475,Residential
90172,2009,Waterbury,12 WINDSOR ST,118700,201000,0.590547264,Single Family
120262,2012,New Milford,3 CHINMOY LN,191100,267900,0.713325868,Single Family
180518,2018,Milford,66 COOLRIDGE RD,177040,201000,0.8807,Single Family
21191,2021,Burlington,26 ANGELAS WAY,349200,725000,0.4816,Residential
12189,2012,Newington,21 CAMP AVENUE,121910,172900,0.705089647,Single Family
160326,2016,Glastonbury,21 KINNE RD,202200,290000,0.697241379,Single Family
200076,2020,Greenwich,28 PECKSLAND ROAD,3661490,5800000,0.6312,Residential
162090,2016,Stamford,60 RIVER VIEW DRIVE,237840,264047,0.90074873,Single Family
120000,2012,Weston,37 HACKBERRY LANE,527300,590000,0.893728814,Single Family
211419,2021,Danbury,2 SAUGATUCK RIDGE RD,457300,950000,0.4813,Residential
900041,2009,New London,453 BAYONET ST #21,65940,59900,1.100834725,Condo
130179,2013,East Hampton,21 SPICE HILL,190740,282000,0.676382979,Single Family
140560,2014,Norwich,101 YANTIC LN,83800,117000,0.716239316,Single Family
60041,2006,Litchfield,34 SCENIC VW DR,280310,475000,0.590126316,Single Family
1600481,2016,New Milford,8 CANDLEWOOD HEIGHTS,466850,938500,0.497442728,Single Family
90159,2009,Colchester,276 PARUM RD,197500,259900,0.759907657,Single Family
150013,2015,Torrington,58 SHARON AVE,91810,115000,0.798347826,Single Family
140058,2014,Avon,21 RIVER MEAD,178850,187000,0.956417112,Condo
90125,2009,New Canaan,30 STRAWBERRY HILL ROAD,607390,406024,1.495946052,Single Family
10051,2010,Burlington,26 DEERFIELD TRACE,239610,335000,0.715253731,Single Family
80063,2008,West Hartford,40 BALFOUR DRIVE,575000,900000,0.638888889,Single Family
12011,2012,Willington,687 RIVER RD,128380,127000,1.010866142,Single Family
201110,2020,Greenwich,3 FAIRFIELD ROAD,1402240,2800000,0.5008,Residential
900143,2009,Farmington,50 VALLEY VIEW DR,242120,40500,5.978271605,Single Family
171977,2017,Bridgeport,226 GRANFIELD AVE,75760,200000,0.3788,Single Family
60143,2006,Danbury,65 PEMBROKE RD,197700,400000,0.49425,Single Family
80161,2008,Tolland,650 CRYSTAL LAKE ROAD,119300,139000,0.858273381,Single Family
130319,2013,Shelton,47 ORONOQUE TRAIL,165970,280000,0.59275,Single Family
120069,2012,Suffield,920 N STONE ST,185780,252900,0.734598656,Single Family
201250,2020,Meriden,73 BRADLEY AVE,122080,275000,0.4439,Residential
900027,2009,Bristol,370 EMMETT ST UN 7-9,143430,235900,0.608011869,Condo
200218,2020,Litchfield,19 SAW MILL RD,646950,950000,0.681,Residential
140367,2014,New Canaan,26 ANTHONY LANE,438900,610000,0.719508197,Single Family
21002,2021,Burlington,34 NEPAUG RD,211260,475000,0.4447,Residential
150016,2015,Glastonbury,51 NORTHVIEW DR & 185 LITTEL A,239800,387500,0.61883871,Single Family
140753,2014,Greenwich,111 HALSTEAD AVE,395850,271800,1.456401766,Two Family
80025,2008,Westport,32 WHITNEY ST,546400,705000,0.775035461,Single Family
190060,2019,Canton,5 WEST SIMSBURY ROAD,158660,150000,1.0577,Single Family
12018,2012,East Hartford,51D RACEBROOK DR,38960,54000,0.721481481,Condo
201193,2020,New Britain,121 ROOSEVELT ST,126910,270000,0.47,Residential
18139,2018,North Haven,80 OLD FARM RD,514010,685000,0.7503,Single Family
110525,2011,Danbury,9 SEELEY ST,219400,225000,0.975111111,Single Family
180103,2018,Enfield,9 EDWARD ST,103470,176000,0.5878,Single Family
12246,2012,Windsor Locks,23 JUNIPER DRIVE,141700,206500,0.686198547,Single Family
100713,2010,Norwalk,60 WOLFPIT AVE B/7,198450,210000,0.945,Condo
160750,2016,Fairfield,792 HULLS FARM ROAD,781200,975000,0.801230769,Single Family
130140,2013,Brookfield,118 TOWER RD,322550,425000,0.758941176,Single Family
70099,2007,Woodbury,331 RAILTREE HILL RD,338880,610000,0.555540984,Single Family
13317,2013,East Hartford,20 MILBROOK DR.,93550,134900,0.693476649,Single Family
60203,2006,Berlin,43 CONCORD DR,2350400,306380,7.671519029,Condo
160742,2016,Southington,50 BROOKVIEW PL,233860,353000,0.662492918,Single Family
14173,2014,Ridgefield,59 BOB HILL RD,309060,490000,0.630734694,Single Family
110836,2011,Meriden,109 TUMBLEBROOK RD,135730,245000,0.554,Single Family
150131,2015,Wolcott,1030 WOLCOTT RD,179450,170000,1.055588235,Single Family
90828,2009,Stamford,22 BURLEY AVENUE,348310,280000,1.243964286,Single Family
12062,2012,Glastonbury,60 RAMBLING BROOK DR B-2,73400,100000,0.734,Condo
1600192,2016,Guilford,79 FERNWOOD DR,272720,435000,0.626942529,Single Family
